_start,timestamp,username,source,osm_id,Name of Facility,House Number,Street,Post Code,City,Country,Phone Number,Operator Type,Facility Operator Name,Facility Location,_Facility Location_latitude,_Facility Location_longitude,_Facility Location_altitude,_Facility Location_precision,Operational Status,When is the facility open?,Which days is this facility open?,Which days is this facility open?/Monday,Which days is this facility open?/Tuesday,Which days is this facility open?/Wednesday,Which days is this facility open?/Thursday,Which days is this facility open?/Friday,Which days is this facility open?/Saturday,Which days is this facility open?/Sunday,Which days is this facility open?/Public Holidays,Enter open hours for each day:,Monday open hours,Tuesday open hours,Wednesday open hours,Thursday open hours,Friday open hours,Saturday open hours,Sunday open hours,Public Holiday open hours,_select_hours,Enter weekday hours,OSM 'opening_hours',opening_hours,Verify the open hours are correct or go back and fix:,Facility Category,Available Services,Available Services/Doctor,Available Services/Pharmacy,Available Services/Hospital,Available Services/Clinic,Available Services/Dentist,Available Services/Physiotherapy,Available Services/Alternative,Available Services/Laboratory,Available Services/Optometry/Ophtalmology,Available Services/Rehabilitation,Available Services/Blood donation,Available Services/Birthing center,Specialities,Specialities/xx,Speciality medical equipment available,Speciality medical equipment available/Ultrasound,Speciality medical equipment available/MRI,Speciality medical equipment available/X-Ray,Speciality medical equipment available/Dialysis,Speciality medical equipment available/Operating Theater,Speciality medical equipment available/Laboratory,Speciality medical equipment available/Imaging Equipment,Speciality medical equipment available/Intensive Care Unit,Speciality medical equipment available/Emergency Department,Does this facility provide Emergency Services?,Does the pharmacy dispense prescription medication?,Number of Beds,Number of Doctors,Number of Nurses,Types of insurance accepted?,Types of insurance accepted?/Public,Types of insurance accepted?/Private,Types of insurance accepted?/None,Types of insurance accepted?/Unknown,Is this facility wheelchair accessible?,What is the source of water for this facility?,What is the source of power for this facility?,URL for this location (if available),In which health are is the facility located?,In which health zone is the facility located?,__version__,_id,_uuid,_submission_time,_validation_status,_index
2020-08-04T17:35:06.939+01:00,2020-08-04T18:17:00.649+01:00,username not found,HS-Gather-2019-Senegal,aeeb8eff-50b9-4864-a683-78845e359c57,service régional de l'Action sociale de Fatick,,Quartier Darou Rahmane,PB: 20,Fatick,Senegal,,Public,Aliou SENE,14.73577 -17.422746 0.1 212913.1,14.73577,-17.422746,0.1,212913.1,Operational,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday,1,1,1,1,1,0,0,0,08: 00 à 17: 00,08:00,08:00,08:00,08:00,08:00,,,,Mo 08:00; Tu 08:00; We 08:00; Th 08:00; Fr 08:00; Sa off; Su off; PH off,,,Mo 08:00; Tu 08:00; We 08:00; Th 08:00; Fr 08:00; Sa off; Su off; PH off,,Hospital,Rehabilitation,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,No,,,,,None,0,0,1,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62444138,2d5c025f-10ec-4602-baec-569a41df5544,2020-08-04T17:17:11,,28
2020-08-07T12:29:27.741-00:00,2020-08-07T12:33:08.564-00:00,username not found,HS-Gather-2019-Senegal,6788caae-22af-4a85-bea3-fde57f20d409,Centre hospitalier régional Amadou Sakhir Mbaye Louga,,Keur serigne bara,,Louga,Sénégal,,Public,MSAS,15.61812 -16.234688 39.71009826660156 1414,15.61812,-16.234688,39.71009826660156,1414,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Hospital Clinic Dentist Laboratory Optometry/Ophtalmology Rehabilitation Blood donation Birthing center,1,1,1,1,1,0,0,1,1,1,1,1,,,Ultrasound X-Ray Dialysis Operating Theater Laboratory Imaging Equipment Intensive Care Unit Emergency Department,1,0,1,1,1,1,1,1,1,Yes,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62743621,532a3cb3-ec65-4104-9f74-ce6c421c4bbd,2020-08-07T12:33:21,,29
2020-08-04T13:50:19.205-00:00,2020-08-05T13:51:42.326-00:00,username not found,HS-Gather-2019-Senegal,08850cfc-aba0-425c-a866-28e9d5540f74,District sanitaire thionck -Essyl,,Bignona,,ziguichor,Sénégal,775706091,Public,Abdel Kader Souandy Sarr,16.025289 -16.487292 0 0,16.025289,-16.487292,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Pharmacy Alternative Laboratory Optometry/Ophtalmology Birthing center,0,1,0,0,0,0,1,1,1,0,0,1,,,Laboratory Emergency Department,0,0,0,0,0,1,0,0,1,Yes,,30,2,22,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62523829,6222fa31-789a-459d-bdb1-607f25ebba21,2020-08-05T13:51:55,,30
2020-08-05T13:12:55.221-00:00,2020-08-05T13:46:22.394-00:00,username not found,HS-Gather-2019-Senegal,e9e153b9-150b-49ac-b9cc-3830d77ee4b1,Poste de santé de Bambilor,,,,Bambilor,Sénégal,,Public,République du Sénégal,14.8011 -17.18592 52.4 5,14.8011,-17.18592,52.4,5,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,Yes,,20,,1,None,0,0,1,0,No,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62523453,e07ae71d-0478-4be3-a3cb-7e509cc17b96,2020-08-05T13:47:46,,31
2020-08-05T13:51:42.984-00:00,2020-08-05T14:32:45.335-00:00,username not found,HS-Gather-2019-Senegal,5ab73e6e-7341-4f98-b0e0-06e1b10255db,Poste de sante Guinaw Rail SUD,,almoumane 6B,,Dakar,Sénégal,338348436,Public,Mme Diouf,16.025273 -16.487297 0 0,16.025273,-16.487297,0,0,Operational,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday Saturday,1,1,1,1,1,1,0,0,"09:00-18:30
08:00-11:00,12:30-15:00
sunrise-sunset",09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,,,Mo 09:00-19:00; Tu 09:00-19:00; We 09:00-19:00; Th 09:00-19:00; Fr 09:00-19:00; Sa 09:00-19:00; Su off; PH off,,,Mo 09:00-19:00; Tu 09:00-19:00; We 09:00-19:00; Th 09:00-19:00; Fr 09:00-19:00; Sa 09:00-19:00; Su off; PH off,,Doctors,Doctor Pharmacy Alternative Birthing center,1,1,0,0,0,0,1,0,0,0,0,1,,,Ultrasound Laboratory Imaging Equipment Emergency Department,1,0,0,0,0,1,1,0,1,Yes,,20,0,1,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62528921,620f7f9d-e4a9-4f13-81bc-ee020dfd98c8,2020-08-05T14:32:58,,32
2020-08-04T19:00:38.024+02:00,2020-08-05T17:58:05.424+02:00,username not found,HS-Gather-2019-Senegal,5a51c6c2-96f7-40c9-aad3-57b9e5ff8628,Poste de santé médine,,"Mbour, quartier médine",,Thiés,Sénégal,+221775377309,Public,M OUSSEYNOU GUEYE,14.867552 -16.817838 0 248244,14.867552,-16.817838,0,248244,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,Imaging Equipment Emergency Department,0,0,0,0,0,0,1,0,1,Yes,,15,0,3,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62538929,0a9c7230-3668-45ac-84bf-ff8ae078d80c,2020-08-05T15:58:17,,33
2020-08-05T14:32:45.772-00:00,2020-08-05T15:59:18.605-00:00,username not found,HS-Gather-2019-Senegal,0c9cb8c6-b09b-434c-98ee-b4cbd701e2d0,centre de centre de goudiry,,,,Tambacounda,Sénégal,339837145,Private,Fallou gueye,16.025278 -16.487292 0 0,16.025278,-16.487292,0,0,Operational,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday Saturday,1,1,1,1,1,1,0,0,"09:00-18:00
08:00-11:00,12:30-15:00
sunrise-sunset",09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,,,Mo 09:00-18:00; Tu 09:00-18:00; We 09:00-18:00; Th 09:00-18:00; Fr 09:00-18:00; Sa 09:00-18:00; Su off; PH off,,,Mo 09:00-18:00; Tu 09:00-18:00; We 09:00-18:00; Th 09:00-18:00; Fr 09:00-18:00; Sa 09:00-18:00; Su off; PH off,,Doctors,Doctor Pharmacy Dentist Laboratory Birthing center,1,1,0,0,1,0,0,1,0,0,0,1,,,Laboratory Intensive Care Unit Emergency Department,0,0,0,0,0,1,0,1,1,Yes,,17,2,4,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62539119,7eac1515-149c-45e7-8bee-f26a5b7adc19,2020-08-05T15:59:32,,34
2020-08-05T12:10:18.842-00:00,2020-08-05T16:38:11.246-00:00,username not found,HS-Gather-2019-Senegal,afe4a7b3-ac8e-414b-b00e-00ecd77e945b,Centre de santé de Kédougou,Quartier gomba,,,Kédougou,Kédougou,775704991,Public,Etat du sénégal,14.7456 -17.416192 0 212398,14.7456,-17.416192,0,212398,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Hospital Dentist Blood donation Birthing center,1,1,1,0,1,0,0,0,0,0,1,1,,,Ultrasound Operating Theater Laboratory Imaging Equipment Emergency Department,1,0,0,0,1,1,1,0,1,Yes,,36,5,12,Public,1,0,0,0,No,Powered pump,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62543592,5b00f675-e7e8-499f-a08b-543330d5105f,2020-08-05T16:37:43,,35
2020-08-05T15:59:19.197-00:00,2020-08-10T22:47:30.607-00:00,username not found,HS-Gather-2019-Senegal,e4413cae-ae7f-4fd3-a43a-0574d76760b7,CENTRE DE SANTE DE BAMBEY,,wakhal diam,,Diourbel,Sénégal,,Public,Dr Standeur Nabi KALY,14.700428 -16.455679 0 0,14.700428,-16.455679,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Dentist Laboratory Optometry/Ophtalmology Birthing center,1,1,0,0,1,0,0,1,1,0,0,1,,,Ultrasound X-Ray Laboratory Imaging Equipment Emergency Department,1,0,1,0,0,1,1,0,1,Yes,,40,5,63,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62549108,7360f7a7-7be5-4436-88aa-955a8717e4e2,2020-08-05T17:30:47,,36
2020-08-05T17:29:03.058-00:00,2020-08-05T17:40:51.180-00:00,username not found,HS-Gather-2019-Senegal,81717bfa-15e3-43ad-9ef8-747c9a8b64d2,District sanitaire de Thionck-Essyl,,,,Ziguinchor,S,,,DR. Abdel Kader S . SARR,12.794128 -16.509531 0 24,12.794128,-16.509531,0,24,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Alternative Laboratory Optometry/Ophtalmology Birthing center,1,1,0,0,0,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62550201,4e2f8740-8f9f-43c4-8795-25119b536546,2020-08-05T17:41:04,,37
2020-08-04T15:56:43.460-00:00,2020-08-05T17:55:11.060-00:00,username not found,HS-Gather-2019-Senegal,2ad3bdab-60c1-4a3a-8948-a194810c8ecc,Centre de santé de Tivaouane,+221339551554,Tivaouane,01,Thiès,Sénégal,+221339554666,Public,Ministère de la Santé et de l'action Sociale,14.953699 -16.819661 0 0,14.953699,-16.819661,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Pharmacy Clinic Dentist Laboratory Birthing center,0,1,0,1,1,0,0,1,0,0,0,1,,,Ultrasound Laboratory Imaging Equipment Emergency Department,1,0,0,0,0,1,1,0,1,Yes,,26,2,6,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62551760,e44b36d8-a2d6-49be-8a3b-af5c3206f5db,2020-08-05T17:55:28,,38
2020-08-05T18:19:52.399-00:00,2020-08-05T18:34:42.530-00:00,username not found,HS-Gather-2019-Senegal,c2963d22-2350-4bab-85db-0a471e025522,Poste de santé de Nafadji,,,,,,,,Aliou Faye,12.620207 -11.610738 0 2115,12.620207,-11.610738,0,2115,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Birthing center,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62555586,e2d59bba-b3fb-4205-8c9d-61c6f9adc257,2020-08-05T18:40:04,,39
2020-08-05T18:34:42.962-00:00,2020-08-05T18:40:26.295-00:00,username not found,HS-Gather-2019-Senegal,9f7db207-750f-4498-a0a2-5b9eab28f791,Poste de santé de Nafadji,,,,,,,,Alioune Faye,12.620207 -11.610738 0 2115,12.620207,-11.610738,0,2115,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Birthing center,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62555671,6f4c5b84-3181-48c9-89ed-dedc3468bf12,2020-08-05T18:40:51,,40
2020-08-05T18:40:26.686-00:00,2020-08-05T18:43:21.677-00:00,username not found,HS-Gather-2019-Senegal,09e25df2-6fcc-4dda-b098-ae624eec2185,Poste de santé de Nafadji,,,,,,,,Alioune Faye,12.620207 -11.610738 0 2115,12.620207,-11.610738,0,2115,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Birthing center,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62555950,08d59d0e-c7ea-422e-b446-7fafc4539f13,2020-08-05T18:43:46,,41
2020-08-05T17:30:34.859-00:00,2020-08-05T19:11:58.685-00:00,username not found,HS-Gather-2019-Senegal,e2b19893-e1a6-48c9-ab3f-58fe85fc3c97,poste de sante guinaw rail nord,,marché waranka,,Dakar,Sénégal,,Public,Fatou BA,16.025263 -16.487303 0 0,16.025263,-16.487303,0,0,Operational,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday Saturday,1,1,1,1,1,1,0,0,"08:00-17:00
08:00-11:00,12:30-15:00
sunrise-sunset",08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,,Mo 08:00-17:00; Tu 08:00-17:00; We 08:00-17:00; Th 08:00-17:00; Fr 08:00-17:00; Sa 08:00-17:00; Su off; PH off,,,Mo 08:00-17:00; Tu 08:00-17:00; We 08:00-17:00; Th 08:00-17:00; Fr 08:00-17:00; Sa 08:00-17:00; Su off; PH off,,Doctors,Doctor Pharmacy Dentist Birthing center,1,1,0,0,1,0,0,0,0,0,0,1,,,Ultrasound Laboratory,1,0,0,0,0,1,0,0,0,No,,12,2,1,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62558742,7d1a7f22-77d5-4409-98f0-03e1e3155992,2020-08-05T19:12:12,,42
2020-08-05T19:09:01.862-00:00,2020-08-05T19:17:23.479-00:00,username not found,HS-Gather-2019-Senegal,0048bcc6-7f11-476a-9eb0-b73afc69b9b8,Poste de santé de  Guinaw Rail Nord,,,,,,,,Mme Ndiaye Fatou Ba,14.749537 -17.385807 0 400,14.749537,-17.385807,0,400,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Pharmacy,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62559193,60938b28-3bb4-46f1-b132-96e64db499f6,2020-08-05T19:17:37,,43
2020-08-05T22:57:24.675+02:00,2020-08-05T23:24:58.843+02:00,username not found,HS-Gather-2019-Senegal,f44b29db-ad48-4113-b965-81ca80b02921,Plateau médical Fama,,Quartier abattoir lot numéro 3 route hôtel Asta kébé,,Tambacounda,Sénégal,+221339812402,Private,DR THIONGUANE MAMADOU,14.739046 -17.429299 0 213183,14.739046,-17.429299,0,213183,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Clinic,Doctor Dentist Alternative Laboratory Optometry/Ophtalmology Birthing center,1,0,0,0,1,0,1,1,1,0,0,1,,,Ultrasound X-Ray Operating Theater Laboratory,1,0,1,0,1,1,0,0,0,Yes,,7,3,4,Private,0,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62571322,cbc79004-9a93-4ff5-bd87-a4eeda7535ac,2020-08-05T21:25:21,,44
2020-08-05T21:27:43.979-00:00,2020-08-05T21:30:45.006-00:00,username not found,HS-Gather-2019-Senegal,af74e37b-a44a-4211-b50a-fb1bdf253288,Plateau medical fama,,,,,,,,Dr mamadou thiongane,13.762625 -13.669957 74.0999984741211 20,13.762625,-13.669957,74.0999984741211,20,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Clinic,Doctor Dentist Alternative Laboratory Birthing center,1,0,0,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,Private,0,1,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62571677,c0be8df7-632b-4996-9c89-eebe9b0eea5c,2020-08-05T21:30:57,,45
2020-08-06T10:43:27.522-00:00,2020-08-06T10:57:26.065-00:00,username not found,HS-Gather-2019-Senegal,1a8f444e-534f-45bf-8b5c-2bb91af5bc9f,Centre de Santé Abdou Aziz Sy Dabakh,+221338552432,"Parcelles Assainies Unité 17, Zone Commerciale",,Dakar,Sénégal,,Public,Ministère de la Santé et de l'Action Sociale,14.757293 -17.438816 0 0,14.757293,-17.438816,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Clinic Dentist Alternative Laboratory Birthing center,1,1,0,1,1,0,1,1,0,0,0,1,,,Ultrasound Laboratory Imaging Equipment Intensive Care Unit Emergency Department,1,0,0,0,0,1,1,1,1,Yes,,42,15,30,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62613308,de5d7a4d-2ab8-48f3-8c13-9e1ae7492bb3,2020-08-06T10:57:45,,46
2020-08-06T11:12:53.724-00:00,2020-08-06T11:14:58.083-00:00,username not found,HS-Gather-2019-Senegal,9b5b7292-969d-4168-95a9-c199adc5c173,Poste de santé Toubacouta,,,,,,,,Ministere de santé et de l'action sociale,13.786692 -16.474252 0 0,13.786692,-16.474252,0,0,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Laboratory Birthing center,1,1,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,Unknown,0,0,0,1,,,,,,,vhREqQbVASG9GM2ppszLcE,62615197,e05245a7-0d4f-459b-bfbe-d0c8d323c44b,2020-08-06T11:15:07,,47
2020-08-06T10:32:54.591-00:00,2020-08-06T11:23:17.967-00:00,username not found,HS-Gather-2019-Senegal,a662df24-0480-45dc-bc01-12e965d058ae,Poste de Toubacouta,33 948 31 15,TOUBACOUTA,,TOUBACOUTA,SENEGAL,771396639,Public,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,13.786692 -16.474252 0 0,13.786692,-16.474252,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Laboratory Rehabilitation Birthing center,1,1,0,0,0,0,0,1,0,1,0,1,,,Laboratory,0,0,0,0,0,1,0,0,0,No,,4,0,1,Unknown,0,0,0,1,No,Well,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62616221,870298ca-defa-4d54-a717-41eda0b3c00c,2020-08-06T11:23:27,,48
2020-08-05T17:28:22.711+02:00,2020-08-06T14:28:40.650-00:00,username not found,HS-Gather-2019-Senegal,87770fee-0def-40fa-8799-0887fe5350cd,Centre de Santé de Gossas,33 947 11 07,Gossas,0000,Gossas,Sénégal,+221339471107,Public,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,14.491749 -16.066588 0 0,14.491749,-16.066588,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Hospital Dentist Alternative Laboratory Optometry/Ophtalmology Blood donation Birthing center,1,1,1,0,1,0,1,1,1,0,1,1,,,Operating Theater Laboratory Intensive Care Unit Emergency Department,0,0,0,0,1,1,0,1,1,Yes,,12,4,4,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62618683,fd428d1e-58d5-44d9-b82f-f0a7dc7e2048,2020-08-06T11:40:23,,49
2020-08-06T11:46:14.585-00:00,2020-08-06T11:48:59.279-00:00,username not found,HS-Gather-2019-Senegal,9e2ddfca-c640-4afb-9112-3ac87d860353,poste de santé de khourounar,,,,,,,Public,MINISTERE DE SANTE ET DE L'ACTION SOCIALE,14.748863 -17.403305 0 0,14.748863,-17.403305,0,0,Operational,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday Sunday Public Holidays,1,1,1,1,1,0,1,1,8h-16h,8h-16h,8h-16h,8h-16h,8h-16h,8h-16h,,8h-16h,8h-16h,Mo 8h-16h; Tu 8h-16h; We 8h-16h; Th 8h-16h; Fr 8h-16h; Sa off; Su 8h-16h; PH 8h-16h,,,Mo 8h-16h; Tu 8h-16h; We 8h-16h; Th 8h-16h; Fr 8h-16h; Sa off; Su 8h-16h; PH 8h-16h,,Doctors,Doctor Pharmacy,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62619317,b702c919-b2d0-45db-90b7-0c8f6ec28283,2020-08-06T11:49:28,,50
2020-08-06T11:14:58.259-00:00,2020-08-06T11:49:18.622-00:00,username not found,HS-Gather-2019-Senegal,99028a48-0da8-41ce-8624-aae3f5fd9d2e,Poste de Santé Khourourar,,Pikine-Cité Sotiba,,PIKINE,SENEGAL,+221774197257,Public,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,14.748863 -17.403305 0 0,14.748863,-17.403305,0,0,Operational,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday Saturday Sunday Public Holidays,1,1,1,1,1,1,1,1,8h-16h,8h-16h,8h-16h,8h-16h,8h-16h,8h-16h,8h-16h,8h-16h,8h-16h,Mo 8h-16h; Tu 8h-16h; We 8h-16h; Th 8h-16h; Fr 8h-16h; Sa 8h-16h; Su 8h-16h; PH 8h-16h,,,Mo 8h-16h; Tu 8h-16h; We 8h-16h; Th 8h-16h; Fr 8h-16h; Sa 8h-16h; Su 8h-16h; PH 8h-16h,,Doctors,Doctor Pharmacy,1,1,0,0,0,0,0,0,0,0,0,0,,,Operating Theater,0,0,0,0,1,0,0,0,0,Yes,,2,0,1,None,0,0,1,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62619318,c6646ecb-d0c2-4bae-90dd-818e8ee58674,2020-08-06T11:49:28,,51
2020-08-05T23:24:59.072+02:00,2020-08-06T13:51:54.289+02:00,username not found,HS-Gather-2019-Senegal,6d1c5384-6940-4439-95f7-f8099ecd0d86,Centre  de santé mentale dalal xel de Fatick,,"Fatick extension, RN2",Bp24,Fatick,Sénégal,+221339492157,Public,LES FRERES DE L'ODRE HOSPITALIER SAINT JEAN DE DIEU,14.867552 -16.817838 0 227804,14.867552,-16.817838,0,227804,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Alternative,0,0,0,0,0,0,1,0,0,0,0,0,,,Emergency Department,0,0,0,0,0,0,0,0,1,Yes,,50,2,9,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62619661,94a78889-454a-4f95-a933-678ff5455b5e,2020-08-06T11:52:05,,52
2020-08-06T12:03:05.732-00:00,2020-08-06T12:06:57.813-00:00,username not found,HS-Gather-2019-Senegal,adeac0b9-fb33-4824-83fd-59c490d5f601,Centre de santé mentale Dalal Xel Fatick,,,,,,,,Ordre hospitalier St Jean de Dieu,14.345058 -16.425775 38.29999923706055 30,14.345058,-16.425775,38.29999923706055,30,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Hospital,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Yes,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62620830,7fc67194-9482-4120-ad58-e0fd91e36ad6,2020-08-06T12:07:10,,53
2020-08-06T10:16:17.482-00:00,2020-08-06T12:10:08.101-00:00,username not found,HS-Gather-2019-Senegal,e5193b78-ac15-4aca-a65c-bd801ff9859f,District sanitaire de Mékhé,33 955 50 27,MEKHE-MBAMBARA,,MEKHE,SENEGAL,+221775384064,Public,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,15.108074 -16.627215 0 0,15.108074,-16.627215,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Dentist Alternative Laboratory Rehabilitation Birthing center,1,1,0,0,1,0,1,1,0,1,0,1,,,Ultrasound Laboratory Intensive Care Unit Emergency Department,1,0,0,0,0,1,0,1,1,No,,,3,,None,0,0,1,0,No,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62621328,01900ce2-639f-431c-b7d6-821ee6cc327f,2020-08-06T12:12:36,,54
2020-08-06T12:10:08.325-00:00,2020-08-06T12:12:23.958-00:00,username not found,HS-Gather-2019-Senegal,32ef1958-ab87-45f9-b02a-27d75b271ba9,Poste de santé de Mékhé,,,,,,,Public,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,15.108074 -16.627215 0 0,15.108074,-16.627215,0,0,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Laboratory Birthing center,1,1,0,0,0,0,0,1,0,0,0,1,,,Ultrasound Operating Theater Laboratory,1,0,0,0,1,1,0,0,0,,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62621329,7e0ce02a-c298-4b53-b2f9-de0290abfbd6,2020-08-06T12:12:37,,55
2020-08-03T13:54:50.049-00:00,2020-08-06T12:15:46.542-00:00,username not found,HS-Gather-2019-Senegal,fea7e59e-571c-4434-b8ad-1e0b5c3781ed,District sanitaire de khombole,33 953 16 43,KHOMBOLE-KEUR MACODOU,Khombole-47,KHOMBOLE,SENEGAL,774437806,Public,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,14.760766 -16.683435 0 0,14.760766,-16.683435,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Dentist Alternative Laboratory Birthing center,1,1,0,0,1,0,1,1,0,0,0,1,,,Ultrasound MRI X-Ray Operating Theater Laboratory Imaging Equipment Intensive Care Unit Emergency Department,1,1,1,0,1,1,1,1,1,No,,57,4,29,Public Private,1,1,0,0,Yes,Water works,Generator,,,,vhREqQbVASG9GM2ppszLcE,62621964,459f4291-277e-4181-b523-4eafe5a7c537,2020-08-06T12:15:56,,56
