#"idGeo","Facility","type","Ext Ref","Payam","County","State","Deleted","Indicators","Sampled","Pilot Accessible","Pilot Operational","Extension Accessible","Extension Operational","Alternate Names","Location","ACLED Refs"
381,"Farajala PHCU","Primary Health Care Unit","FC09030108","Baggari","Bagari County","Wau","",114,1,0,0,0,0,"farajala-phcu, Farajalla PHCU","0.00000, 0.00000",""
382,"Frak Sika PHCU","Primary Health Care Unit","FC02090702","Unknown Payam In Budi","Budi County","Namorunyang","",0,0,0,0,0,0,"frak-sika-phcu","4.52900, 33.13100",""
383,"Gabaat PHCU","Primary Health Care Unit","FC10040502","Witto","Mundri East County","Amadi","",175,1,0,0,1,1,"gabaat-phcu, Gabat phcu","5.15067, 30.70560",""
384,"Gabat Phcc","Primary Health Care Centre","FC05010902","Chel South","Aweil Centre County","Aweil","",138,1,0,0,1,1,"Gabat primary health care centre, gabat-phcc","8.75954, 27.38545",""
385,"Gaireng PHCU","Primary Health Care Unit","FC07060602","Roam","Nasir County","Latjoor","",0,0,0,0,0,0,"","8.76864, 33.08152",""
386,"Gaitan PHCU","Primary Health Care Unit","FCHAT0000009","Kpayele","Bagari County","Wau","",114,1,0,0,0,0,"Gaittan PHCU","0.00000, 0.00000",""
387,"Gak Yuom PHCU","Primary Health Care Unit","FC03020306","Bor Town","Bor County","Jonglei","",114,1,0,0,0,0,"gak-yuom-phcu, Gakyuom PHCU","0.00000, 0.00000",""
388,"Galdora PHCC","Primary Health Care Centre","FC07040102","Unknown Payam In Melut","Melut County","Eastern Nile","",104,1,0,0,1,1,"Goldra PHCC","10.27175, 32.46329",""
389,"Gamunakpe PHCU","Primary Health Care Unit","FC10080410","Tambura","Tambura County","Gbudwe","",114,1,0,0,1,1,"Gamanakpe PHCU, gamunakpe-phcu","5.57258, 27.49671",""
390,"Gamunakpee PHCU","Primary Health Care Unit","FC10080412","Tambura","Tambura County","Gbudwe","",0,0,0,0,0,0,"","5.52066, 27.46684",""
391,"Ganji PHCC","Primary Health Care Centre","FC01011102","Ganji","Juba County","Jubek","",130,1,0,0,0,0,"Gangi phcc, ganji-phcc","0.00000, 0.00000",""
392,"Ganugura PHCC","Primary Health Care Centre","FC10090206","Gangura","Yambio County","Gbudwe","",0,0,0,0,0,0,"","4.45599, 28.45824",""
393,"Ganyliel PHCC","Primary Health Care Centre","FC06070204","Ganyliel","Panyijar County","Southern Liech","",0,0,0,0,0,0,"ganyliel-phcc","7.36197, 30.43959",""
394,"Ganzi PHCU","Primary Health Care Unit","FC02070206","Mugali","Magwi County","Imatong","",114,1,0,0,1,1,"Ganzi, ganzi-phcu","3.61412, 32.16344",""
395,"Garia PHCU","Primary Health Care Unit","FC10050304","Kotobi","Mundri West County","Amadi","",114,1,0,0,0,1,"garia-phcu","5.03339, 30.32799","1366756; 1372222; 1728013"
396,"Gelachol PHCC","Primary Health Care Centre","FC07010602","Unknown Payam in Akoka County","Akoka County","Eastern Nile","",132,1,0,0,1,1,"Gelachol phcu","9.10075, 32.36910",""
397,"Gemeiza PHCU","Primary Health Care Unit","FC01050102","Gemeiza","Terekeka County","Terekeka","",0,0,0,0,0,0,"","5.52720, 31.45650",""
398,"Geng-geng PHCU","Primary Health Care Unit","FC04080502","Geng-Geng","Yirol West County","Eastern Lakes","",0,0,0,0,0,0,"","6.46014, 30.57996",""
399,"Gerger NHI PHCC","Primary Health Care Centre","FC07080104","Geigar","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.97862, 32.78238",""
400,"Gerger PHCC","Primary Health Care Centre","FC07080106","Geigar","Renk County","Eastern Nile","",122,1,1,1,0,0,"gerger-phcc","11.99039, 32.75885",""
401,"Gesm Allah PHCU","Primary Health Care Unit","FC07030410","Boung","Maban County","Eastern Nile","",0,0,0,0,0,0,"gesm-allah-phcu","9.96540, 33.80712",""
402,"Gette PHCU","Primary Health Care Unit","FC09010712","Udici","Jur River County","Wau","",118,1,0,0,1,1,"gette-phcu","7.94664, 27.84659",""
403,"Ghabat PHCC","Primary Health Care Centre","FC01010208","Juba Town","Juba County","Jubek","",130,1,0,0,1,1,"ghabat-phcc","4.85916, 31.60495",""
404,"Giatan PHCU","Primary Health Care Unit","FC09030402","Kpayele","Bagari County","Wau","",0,0,0,0,0,0,"giatan-phcu","7.29275, 27.95232",""
405,"Gilo PHCU","Primary Health Care Unit","FC02010602","katire","Ikotos County","Imatong","",0,0,0,0,0,0,"gilo-phcu","4.30740, 33.14120",""
406,"Gimora PHCU","Primary Health Care Unit","FC01010602","Rokon","Juba County","Jubek","",0,0,0,0,0,0,"","5.01843, 31.72434",""
407,"Gimunu PHCU","Primary Health Care Unit","FC01060506","Yei Town","Yei County","Yei River","",115,1,0,0,1,1,"gimunu-phcu","4.12839, 30.74564",""
408,"Ginyabio PHCU","Primary Health Care Unit","FC01030202","Kupera","Lainya County","Yei River","",0,0,0,0,0,0,"ginyabio-phcu","4.07932, 30.96354",""
409,"Gira PHCU","Primary Health Care Unit","FC10100504","Kokor","Mvolo County","Amadi","",128,1,0,0,1,1,"GIRA, gira-phcu","5.89830, 29.89715",""
410,"Gogrial PHCC","Primary Health Care Centre","FC08030804","Gogrial","Gogrial West County","Gogrial East","",6,1,1,1,0,0,"Gogrial, gogrial-phcc","8.52635, 28.10062",""
411,"Gok Machar PHCC","Primary Health Care Centre","FC05030406","Malual North","Aweil North County","Lol","",136,1,0,0,1,1,"gok-machar-phcc, Gokmachar PHCC","9.21712, 26.85539",""
412,"Goldhim TB Hospital","Specialized Hospital/Clinic","FC05020108","Baac","Aweil East County","Aweil East","",0,0,0,0,0,0,"goldhim-tb-hospital","9.23205, 27.66689",""
413,"Goli PHCU","Primary Health Care Unit","FC01060306","Tore","Yei County","Yei River","",114,1,0,0,0,0,"goli-phcu","0.00000, 0.00000",""
414,"Gollo PHCU","Primary Health Care Unit","FC07020104","Kodok","Kodok County","Western Nile","",88,1,0,0,1,1,"gollo-phcu","9.96016, 32.15320",""
415,"Gondokoro PHCU","Primary Health Care Unit","FC01011202","Gondokoro","Juba County","Jubek","",118,1,0,0,1,1,"Gondokoro, Kondokoro","4.92699, 31.66898",""
416,"Goribalaw PHCU","Primary Health Care Unit","FC10050306","Kotobi","Mundri West County","Amadi","",0,0,0,0,0,0,"","5.22730, 30.18677",""
417,"Gorom PHCU","Primary Health Care Unit","FC01011304","Northern Bari","Juba County","Jubek","",0,0,0,0,0,0,"","4.93490, 30.58757",""
418,"Gorwai PHCU","Primary Health Care Unit","FC03110204","Pajek","Ayod County","Western Bieh","",0,0,0,0,0,0,"","8.13242, 31.30908",""
419,"Goz-Fhami PHCU","Primary Health Care Unit","FC07080108","Geigar","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.97862, 32.78238",""
420,"Grace Medical Centre PHCC","Primary Health Care Centre","FC01060508","Yei Town","Yei County","Yei River","",0,0,0,0,0,0,"","4.40607, 30.68669",""
421,"Guangnou PHCU","Primary Health Care Unit","FC05051506","Guom Juer West","Aweil West County","Lol","",116,1,0,0,1,1,"guangnou-phcu","8.92150, 26.91684",""
422,"Guat PHCU","Primary Health Care Unit","FC06040602","Guat`","Leer County","Southern Liech","",0,0,0,0,0,0,"","8.39623, 30.14912",""
423,"Guba (Lila) PHCU","Primary Health Care Unit","FC04060304","Domuloto","Wulu County","Western Lakes","",228,1,0,0,1,1,"Guba, guba-lila-phcu","6.46691, 29.55011",""
424,"Gudele (Gurie) PHCC","Primary Health Care Centre","FC01010504","Munuki","Juba County","Jubek","",0,0,0,0,0,0,"","4.82834, 31.53314",""
425,"Gudele Block 4 PHCU","Primary Health Care Unit","FC01010506","Munuki","Juba County","Jubek","",2,0,0,0,0,0,"Gudele phcu","0.00000, 0.00000",""
426,"Guelguk PHCC","Primary Health Care Centre","FC07090404","Guelguk","Longuchuk County","Latjoor","",0,0,0,0,0,0,"Guelguk PHCC, guelguk-phcc","9.20643, 33.75623",""
427,"Guenye PHCU","Primary Health Care Unit","FC07061004","Unknown Payam In Nasir","Nasir County","Latjoor","",0,0,0,0,0,0,"","8.70840, 33.10870",""
428,"Gugudu PHCU","Primary Health Care Unit","FC01051402","Nyori","Terekeka County","Terekeka","",0,0,0,0,0,0,"","5.30938, 31.75170",""
429,"Gullu 1 PHCU","Primary Health Care Unit","FC10050402","Mundri","Mundri West County","Amadi","",114,1,0,0,0,1,"Gullu phcu","5.36683, 30.15928",""
430,"Gulmar PHCU","Primary Health Care Unit","FC04060104","Bahr-gel","Wulu County","Western Lakes","",118,1,0,0,1,1,"Gilmar phcu, gulmar-phcu","6.56894, 29.47995",""
431,"Gumbiri PHCU","Primary Health Care Unit","FC01011002","Dolo","Juba County","Jubek","",114,1,0,0,0,0,"","0.00000, 0.00000",""
432,"Gumbo PHCC","Primary Health Care Centre","FC01010704","Wonduruba","Juba County","Jubek","",132,1,0,0,1,1,"Gombo phcc, gumbo-phcc","4.85381, 31.61922",""
433,"Gumbo PHCU","Primary Health Care Unit","FC01010902","Rejaf","Juba County","Jubek","",0,0,0,0,0,0,"","4.69851, 31.29396",""
434,"Gumuruk PHCU","Primary Health Care Unit","FC03070202","Gumuruk","Pibor County","Boma","",0,0,0,0,0,0,"","6.80450, 33.12890",""
435,"Gurei PHCC","Primary Health Care Centre","FC01011306","Northern Bari","Juba County","Jubek","",134,1,0,0,1,1,"Gueri PHCC, Gurei, gurei-phcc","4.86672, 31.53504",""
436,"Gurulotogo PHCU","Primary Health Care Unit","FC01011408","Tijor","Juba County","Jubek","",0,0,0,0,0,0,"","5.14453, 31.25092",""
437,"Gwadiang West PHCU","Primary Health Care Unit","FC01010802","Lobonok","Juba County","Jubek","",114,1,0,0,0,0,"Gwadiang phcu","0.00000, 0.00000",""
438,"Haat PHCU (Aweil W)","Primary Health Care Unit","FC05050404","Mariam","Aweil West County","Lol","",0,0,0,0,0,0,"","8.64025, 27.25257",""
439,"Haba PHCU","Primary Health Care Unit","FC02050604","Longiro","Lopa/Lafon County","Imatong","",116,1,0,0,1,1,"haba-phcu","4.83735, 32.62787",""
440,"Haforiere PHCU","Primary Health Care Unit","FC02080204","Hiyala","Torit County","Imatong","",115,1,0,0,1,1,"Haforiere, haforiere-phcu","4.45247, 32.81234",""
441,"Hai Bafra PHCU","Primary Health Care Unit","FC09030504","Wau North","Bagari County","Wau","",120,1,1,1,1,0,"Hai Bafra, hai-bafra-phcu, His Bafura Phcu","7.70319, 27.97821",""
442,"Hai Dinka PHCC","Primary Health Care Centre","FC09030506","Wau North","Bagari County","Wau","",138,1,0,0,1,1,"Hai Denka PHCC, hai-dinka-phcc","7.71470, 27.99870",""
443,"Hai Jebel PHCU","Primary Health Care Unit","FC01010508","Munuki","Juba County","Jubek","",116,1,0,0,1,1,"hai-jebel-phcu","4.84815, 31.58016",""
444,"Halaka (Ahmdok) PHCU","Primary Health Care Unit","FC07080110","Geigar","Renk County","Eastern Nile","",113,1,1,1,0,0,"halaka-ahmdok-phcu","12.16764, 32.78523",""
445,"Haliba PHCU","Primary Health Care Unit","FC02090202","Unknown Payam In Budi","Budi County","Namorunyang","",118,1,0,0,0,0,"","0.00000, 0.00000",1358262
446,"Halima PHCU","Primary Health Care Unit","FC09030110","Baggari","Bagari County","Wau","",0,0,0,0,0,0,"","7.64493, 27.88387",""
447,"Harihlo PHCU","Primary Health Care Unit","FC02051202","Arilo","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"","4.90000, 32.55750",""
448,"Hatire PHCC","Primary Health Care Centre","FC02010604","katire","Ikotos County","Imatong","",130,1,0,0,1,1,"hatire-phcc","4.03393, 32.80113",""
449,"Hidonge Ifura PHCU","Primary Health Care Unit","FC02080206","Hiyala","Torit County","Imatong","",114,1,0,0,1,1,"hidonge-ifura-phcu","4.58624, 32.79731",""
450,"Hidonge Malangit PHCU","Primary Health Care Unit","FC02080208","Hiyala","Torit County","Imatong","",114,1,0,0,1,1,"hidonge-malangit-phcu","4.59821, 32.81667",""
451,"Hilieu PHCC","Primary Health Care Centre","FC02080702","Himo donge","Torit County","Imatong","",0,0,0,0,0,0,"","4.40720, 32.58140",""
452,"Hiyala PHCC","Primary Health Care Centre","FC02080210","Hiyala","Torit County","Imatong","",130,1,0,0,1,1,"hiyala-phcc","4.46462, 32.86456",""
453,"Homiri PHCC","Primary Health Care Centre","FC02090404","Komiri","Budi County","Namorunyang","",136,1,0,0,1,1,"Homiri","4.23246, 33.49282",""
454,"Homkor PHCU","Primary Health Care Unit","FC07061102","Unknown Payam In Nasir","Nasir County","Latjoor","",83,1,0,0,1,1,"Homkhor health facility","8.71498, 33.08609",""
455,"Hope for South Sudan PHCU","Primary Health Care Unit","FC02040504","Machi II","Kapoeta South County","Namorunyang","",118,1,0,0,1,1,"Hope 4 south sudan, hope-for-south-sudan-phcu","4.76822, 33.57847",""
456,"Huma PHCU","Primary Health Care Unit","FC02010114","Ikotos","Ikotos County","Imatong","",114,1,0,0,1,1,"huma-phcu","4.17366, 33.01606",""
457,"Ibalange PHCU","Primary Health Care Unit","FC02080504","Torit","Torit County","Imatong","",0,0,0,0,0,0,"","4.40957, 32.56960",""
458,"Ibba PHCC","Primary Health Care Centre","FC10020106","Unknown Payam In Ibba","Ibba County","Maridi","",137,1,0,0,1,1,"ibba-phcc","4.79093, 29.13419",""
459,"Ibba Prison PHCU","Primary Health Care Unit","FC10020108","Unknown Payam In Ibba","Ibba County","Maridi","",0,0,0,0,0,0,"","4.71853, 29.17108",""
460,"Ibelle PHCU","Primary Health Care Unit","FC02051110","Lohutok","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"","4.59308, 32.87667",""
461,"Iboni PHCU","Primary Health Care Unit","FC02051108","Lohutok","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"iboni-phcu","4.59308, 32.87667",""
462,"Ibonni PHCU","Primary Health Care Unit","FCRAE0000003","Unknown Payam In Lafon","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"","4.87340, 32.59070",""
463,"Idali PHCU","Primary Health Care Unit","FC02050606","Longiro","Lopa/Lafon County","Imatong","",116,1,0,0,1,1,"idali-phcu","4.70389, 32.68333",""
464,"Idipuboi PHCU","Primary Health Care Unit","FC02050110","Burgilo","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"","5.10192, 32.47072",""
465,"Iggi PHCU","Primary Health Care Unit","FC10020404","Nabanga","Ibba County","Maridi","",0,0,0,0,0,0,"","4.51415, 29.12832",""
466,"Ikotos PHCC","Primary Health Care Centre","FC02010102","Ikotos","Ikotos County","Imatong","",130,1,0,0,1,1,"ikotos-phcc","4.07971, 33.09857",""
467,"Ikpiro PHCU","Primary Health Care Unit","FC10090406","Yambio Town","Yambio County","Gbudwe","",0,0,0,0,0,0,"","4.60045, 28.47504",""
468,"Iliangari PHCU","Primary Health Care Unit","FC01011702","Lirya","Juba County","Jubek","",114,1,0,0,0,0,"Iliangara phcu","0.00000, 0.00000",""
469,"Ilieu PHCU","Primary Health Care Unit","FC02080212","Hiyala","Torit County","Imatong","",114,1,0,0,1,1,"ilieu-phcu","4.50050, 32.97472",""
470,"Iloli PHCU","Primary Health Care Unit","FC02080214","Hiyala","Torit County","Imatong","",114,1,0,0,1,1,"iloli-phcu","4.43540, 32.91058",""
471,"Imede PHCU","Primary Health Care Unit","FCRAE0000004","Unknown Payam In Lafon","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"","4.71404, 32.79007",""
472,"Imehejek PHCC","Primary Health Care Centre","FC02051502","Imehejek","Lopa/Lafon County","Imatong","Deleted",0,0,0,0,0,0,"","4.90000, 32.55750",""
473,"Imehejek PHCC","Primary Health Care Centre","FCRAE0000002","Imehejek","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"","4.90000, 32.55750",""
474,"Imila PHCU","Primary Health Care Unit","FC02010606","katire","Ikotos County","Imatong","",114,1,0,0,1,1,"imila-phcu","4.14567, 32.66703",""
475,"Imokoru PHCU","Primary Health Care Unit","FC02080304","Ifwotu isaloro","Torit County","Imatong","",114,1,0,0,1,0,"Imokoru, imokoru-phcu","0.00000, 0.00000",""
476,"Imotong PHCC","Primary Health Care Centre","FC02010504","Imotong","Ikotos County","Imatong","",130,1,0,0,1,1,"imotong-phcc","4.17201, 32.84166",""
477,"Imurok PHCU","Primary Health Care Unit","FC02080402","Imurok","Torit County","Imatong","",114,1,0,0,1,1,"imurok-phcu","4.31532, 32.43229",""
478,"Indeed Truth PHCC","Primary Health Care Centre","FC08060406","Tonj","Tonj South County","Tonj State","",130,1,0,0,1,1,"IDAT, indeed-truth-phcc","7.27832, 28.68371",""
479,"Jaac PPF PHCU","Primary Health Care Unit","FC05030304","Malual East","Aweil North County","Lol","",119,1,0,0,1,1,"Jaac, jaac-ppf-phcu","9.47467, 27.13610",""
480,"Jabrona PHCC","Primary Health Care Centre","FC07080304","Unknown Payam In Renk","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.73298, 32.82910",""
481,"Jaguar PHCU","Primary Health Care Unit","FC06050402","Tharjiathbour","Mayendit County","Southern Liech","",0,0,0,0,0,0,"jaguar-phcu","8.35909, 30.02363",""
482,"Jai PHCU","Primary Health Care Unit","FC01051004","Muni","Terekeka County","Terekeka","",0,0,0,0,0,0,"","5.65130, 31.33754",""
483,"Jak PHCU","Primary Health Care Unit","FC08060102","Jak","Tonj South County","Tonj State","",117,1,0,0,1,1,"jak-phcu","7.29429, 28.69620",""
484,"Jalhak PHCC","Primary Health Care Centre","FC07080206","Jelhak","Renk County","Eastern Nile","",0,0,0,0,0,0,"jalhak-phcc","11.20659, 32.75948",""
485,"Jalhak PHCU","Primary Health Care Unit","FC07080208","Jelhak","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.20659, 32.75948",""
486,"Jalle PHCC","Primary Health Care Centre","FC03020406","Jalle","Bor County","Jonglei","",132,1,0,0,1,1,"jalle-phcc","6.67168, 31.48401",""
487,"Jamara PHCC","Primary Health Care Centre","FC01030204","Kupera","Lainya County","Yei River","",0,0,0,0,0,0,"jamara-phcc","4.07932, 30.96354",""
488,"Jamjang PHCU","Primary Health Care Unit","FC06100302","Unknown Payam in Panrieng County","Panrieng County","Ruweng","",0,0,0,0,0,0,"jamjang-phcu","9.84753, 30.18427",""
489,"Jamming/Kui PHCU","Primary Health Care Unit","FC01051606","Tali","Terekeka County","Terekeka","",0,0,0,0,0,0,"","5.82022, 30.91642",""
490,"Jangok PHCU","Primary Health Care Unit","FC07090702","Longechuk One","Longuchuk County","Latjoor","",176,1,0,0,1,1,"Jangok, jangok-phcu","4.84944, 31.60107",""
491,"Jarweng PHCU","Primary Health Care Unit","FC03020310","Bor Town","Bor County","Jonglei","",114,1,0,0,0,0,"jarweng-phcu","0.00000, 0.00000","1608036, 1348692, 1357148, 1357599, 1357838, 1360745, 1362446, 1"
492,"Jebel Kheir PHCC","Primary Health Care Centre","FC09030616","Wau South","Bagari County","Wau","",130,1,0,0,0,1,"Jebel kheir, jebel-kheir-phcc","7.67689, 27.98406",""
493,"Jekow PHCU","Primary Health Care Unit","FC07110702","Jekow","Maiwut County","Latjoor","",0,0,0,0,0,0,"Jekow PHCU, jekow-phcu","8.60170, 33.95190",""
494,"Jelhak PHCU","Primary Health Care Unit","FC07080210","Jelhak","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.20659, 32.75948",""
495,"Jenderu PHCU","Primary Health Care Unit","FC01010904","Rejaf","Juba County","Jubek","",0,0,0,0,0,0,"","4.69851, 31.29396",""
496,"Jerbana PHCC","Primary Health Care Centre","FC07080112","Geigar","Renk County","Eastern Nile","",0,0,0,0,0,0,"jerbana-phcc","11.97862, 32.78238",""
497,"Jie PHCU","Primary Health Care Unit","FCDAB0000008","Lotimor","Kapoeta East County","Namorunyang","",19,0,0,0,0,0,"jie-phcu","4.40060, 34.04320","1366382, 1728004, 1727988"
498,"Jiech PHCU","Primary Health Care Unit","FC03110306","Wau","Ayod County","Western Bieh","",0,0,0,0,0,0,"jiech-phcu","7.99283, 28.30194",""
499,"Jikmir PHCC","Primary Health Care Centre","FC07060502","Jingmir","Nasir County","Latjoor","",85,1,0,0,1,1,"Jikmir PHCC","8.55436, 33.12656",""
500,"Jinkuatta PHCU","Primary Health Care Unit","FC07030106","Jimkwota","Maban County","Eastern Nile","",0,0,0,0,0,0,"jinkuatta-phcu","10.00410, 33.74620",""
501,"Jobem PHCU","Primary Health Care Unit","FC01051506","Rego","Terekeka County","Terekeka","",116,1,0,0,1,1,"Jobem, jobem-phcu","5.38420, 31.65051",""
502,"Jokaki PHCU","Primary Health Care Unit","FC01051702","Rejong","Terekeka County","Terekeka","",114,1,0,0,0,0,"","0.00000, 0.00000",""
503,"Jokare PHCU","Primary Health Care Unit","FC01051704","Rejong","Terekeka County","Terekeka","",0,0,0,0,0,0,"","5.52869, 31.31409",""
504,"Jokari PHCU","Primary Health Care Unit","FC01010706","Wonduruba","Juba County","Jubek","",114,1,0,0,0,0,"Jokers phcu","0.00000, 0.00000",""
505,"Jolang PHCU (Duk)","Primary Health Care Unit","FC03030208","Duk-Payuel","Duk County","Jonglei","",0,0,0,0,0,0,"","7.46385, 31.38117",""
506,"Jombu PHCU","Primary Health Care Unit","FC01060202","Mugwo","Yei County","Yei River","",114,1,0,0,0,0,"jombu-phcu","0.00000, 0.00000",""
507,"Jonkok Payaya PHCU","Primary Health Care Unit","FC01051706","Rejong","Terekeka County","Terekeka","",114,1,0,0,1,0,"jonkok","0.00000, 0.00000",""
508,"Jotome PHCU","Primary Health Care Unit","FC07110202","Jotome","Maiwut County","Latjoor","",0,0,0,0,0,0,"jotome-phcu","8.63915, 33.83390",""
509,"Juaibor PHCC","Primary Health Care Centre","FC03060102","Manajang","Fangak County","Western Bieh","",0,0,0,0,0,0,"juaibor-phcc","9.06839, 30.68374",""
510,"Juba Central Prison","Primary Health Care Unit","FC01010210","Juba Town","Juba County","Jubek","",130,1,0,0,1,1,"juba-central-prison-clinic","4.85071, 31.61740",""
511,"Juba Military Hospital","County Hospital","FC01010302","Kator","Juba County","Jubek","",136,1,0,0,1,1,"","4.83127, 31.58470",""
512,"Juba Police Hospital","County Hospital","FC01010212","Juba Town","Juba County","Jubek","",131,1,0,0,1,1,"","4.84889, 31.59184",""
513,"Juitjuit PHCU","Primary Health Care Unit","FC04030904","Malek","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"","6.78124, 29.60896",""
514,"Jur River CHD","County Health Department","FCHAT0000034","Unknown Payam In Jur River","Gogrial West County","Gogrial East","",0,0,0,0,0,0,"","7.83399, 28.04747",""
515,"Jurbeech PHCU","Primary Health Care Unit","FC05030504","Malual West","Aweil North County","Lol","",0,0,0,0,0,0,"jurbeech-phcu","9.11150, 26.69669",""
516,"Kaabi PHCU","Primary Health Care Unit","FC09030210","Besselia","Bagari County","Wau","",114,1,0,0,0,0,"kaabi-phcu","0.00000, 0.00000",""
517,"Kabi PHCU","Primary Health Care Unit","FCHAT0000003","Wau North","Bagari County","Wau","",0,0,0,0,0,0,"","7.72044, 27.98908",""
518,"Kacuat PHCU","Primary Health Care Unit","FC08040104","Ananatak","Tonj East County","Tonj State","",118,1,0,0,1,1,"kacuat-phcu","7.94697, 29.17927",""
519,"Kadumakuc PHCU","Primary Health Care Unit","FC02090602","Nahichot","Budi County","Namorunyang","",118,1,0,0,1,0,"kadumakuc-phcu, Kadumakuch phcu","0.00000, 0.00000",""
520,"Kagelu PHCU","Primary Health Care Unit","FC01060510","Yei Town","Yei County","Yei River","",114,1,0,0,0,0,"Kagelu, kagelu-phcu","0.00000, 0.00000",""
521,"Kaikuiny PHCC","Primary Health Care Centre","FC03010508","Diror","Akobo County","Eastern Bieh","",0,0,0,0,0,0,"kaikuiny-phcc","8.09198, 32.39145",""
522,"Kajik PHCU","Primary Health Care Unit","FC05030106","Ariath","Aweil North County","Lol","",0,0,0,0,0,0,"kajik-phcu","9.13308, 27.15974",""
523,"Kajo Keji VCT Mobile","Other","FC01020212","Kangapo 2","Kajo Keji County","Yei River","",0,0,0,0,0,0,"","4.46600, 31.02200",""
524,"Kajokeji Civil Hosp","State Hospital","FC01020214","Kangapo 2","Kajo Keji County","Yei River","",0,0,0,0,0,0,"","4.46600, 31.02200",""
525,"Kaka PHCC","Primary Health Care Centre","FC07050104","Kaka","Manyo County","Western Nile","",0,0,0,0,0,0,"kaka-phcc","11.01196, 32.51997",""
526,"Kal Kuel PHCU","Primary Health Care Unit","FC08060408","Tonj","Tonj South County","Tonj State","",0,0,0,0,0,0,"","7.18601, 28.64632",""
527,"Kal Ruel PHCU","Primary Health Care Unit","FC08060410","Tonj","Tonj South County","Tonj State","",0,0,0,0,0,0,"","7.18601, 28.64632",""
528,"Kala 1 PHCU","Primary Health Care Unit","FC01020406","Liwolo","Kajo Keji County","Yei River","",114,1,0,0,0,0,"Kala1","0.00000, 0.00000",""
529,"Kalacha PHCU","Primary Health Care Unit","FC02020102","Abiemnom","Abiemnon County","Ruweng","",0,0,0,0,0,0,"","9.39497, 23.82297",""
530,"Kaldo PHCU","Primary Health Care Unit","FCTAC0000006","Narus","Kapoeta East County","Namorunyang","",118,1,0,0,1,1,"Kaldo, Kaldo PHCCU","4.71871, 34.13454",""
531,"Kalisoni PHCU","Primary Health Care Unit","FC02080902","Unknown Payam In Torit","Torit County","Imatong","",114,1,0,0,1,0,"Kalisioni phcu, kalisoni-phcu","0.00000, 0.00000",""
532,"Kaljak PHCC","Primary Health Care Centre","FC06090504","Kaljak","Rubkona County","Northern Liech","",0,0,0,0,0,0,"","9.25455, 29.79300",""
533,"Kalokupe","Primary Health Care Unit","FCTAC0000007","Katodori","Kapoeta East County","Namorunyang","",114,1,0,0,0,0,"kalokupe phcu, kalokupe-phcu","0.00000, 0.00000","1366382, 1728004, 1727988"
534,"Kalthok","County Health Department","FCJAY0000004","Puluk","Awerial County","Eastern Lakes","",2,0,0,0,0,0,"","0.00000, 0.00000",""
535,"Kalthok PHCU","Primary Health Care Unit","FCJAY0000003","Puluk","Awerial County","Eastern Lakes","",115,1,0,0,1,1,"","5.88033, 31.57053",""
536,"Kangapo Outreach","Other","FC01020216","Kangapo 2","Kajo Keji County","Yei River","",0,0,0,0,0,0,"","4.46600, 31.02200",""
537,"Kangi PHCC","Primary Health Care Centre","FC09010908","Kangi","Jur River County","Wau","",134,1,0,0,1,1,"KANGI, kangi-phcc","8.14310, 27.66341",""
538,"Kap PHCU","Primary Health Care Unit","FC04070602","Pagarau","Yirol East County","Eastern Lakes","",0,0,0,0,0,0,"kap-phcu","6.74208, 30.41400",""
539,"Kapaat PHCU","Primary Health Care Unit","FC03020602","Makuack","Bor County","Jonglei","",114,1,0,0,1,0,"","0.00000, 0.00000","1608036, 1348692, 1357148, 1357599, 1357838, 1360745, 1362446, 1"
540,"Kapara PHCC","Primary Health Care Centre","FC09010306","Kuajieno","Jur River County","Wau","",0,0,0,0,0,0,"","7.29889, 28.38645",""
541,"Kapeta PHCU","Primary Health Care Unit","FC02090502","Loudo","Budi County","Namorunyang","",118,1,0,0,1,0,"kapeta-phcu","0.00000, 0.00000"," 1358262, 139466"
542,"Kapoeta Civil Hospital","County Hospital","FC02040102","Kapoeta Town","Kapoeta South County","Namorunyang","",0,0,0,0,0,0,"kapoeta-civil-hospital","4.69702, 33.61082","1728006, 1356326, 1369577, 1375139, 1375727"
543,"Kapoeta Mission Hospital","Specialized Hospital/Clinic","FC02040104","Kapoeta Town","Kapoeta South County","Namorunyang","",144,1,0,0,1,1,"kapoeta-mission-hospital","4.74473, 33.60100",""
544,"Karam PHCC","Primary Health Care Centre","FC03100702","Karam","Urol County","Eastern Bieh","",0,0,0,0,0,0,"karam-phcc","8.20895, 31.82261",""
