ID,COUNTRY_NAME,ISO2,SITE_NAME,LATITUDE,LONGITUDE,VECTOR_SPECIES_COMPLEX,VECTOR_SPECIES,STAGE,YEAR_START,MONTH_START,YEAR_END,MONTH_END,SAMPLING_METHOD,MOSQUITO_NUMBER,BREEDING_HABITAT,ID_METHOD,CITATION,CITATION_URL,DATA_CURATOR,INVASIVE_STATUS
698,India,IN,Mehrauli,28.518000,77.176000,An. stephensi s.l.,NR,NR,1985,AUGUST,1985,AUGUST,NR,285,NR,NR,"Sharma, V.P., Sharma, G.K., Ansari, M.A., Mittal, P.K., Razdan, R.K. and Batra, C.P. (1986).  Impact of malathion thermal fogging on mosquito populations in Delhi and its place in malaria control. Indian Journal of Malariology, 23(1):65-7",https://www.ncbi.nlm.nih.gov/pubmed/3758441," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
701,India,IN,Dhaulana,28.650000,77.649000,An. stephensi s.l.,NR,NR,1993,AUGUST,1993,AUGUST,NR,0,NR,morphology,"Ansari, M.A. and Razdan, R.K. (1994).  Repellent action of  Cymbopogan martinii martinii Stapf var.  sofia oil against mosquitoes. Indian Journal of Malariology, 31(3):95-102",https://www.ncbi.nlm.nih.gov/pubmed/7713271," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
702,India,IN,Dhaulana,28.650000,77.649000,An. stephensi s.l.,NR,NR,1993,SEPTEMBER,1993,SEPTEMBER,NR,0,NR,morphology,"Ansari, M.A. and Razdan, R.K. (1994).  Repellent action of  Cymbopogan martinii martinii Stapf var.  sofia oil against mosquitoes. Indian Journal of Malariology, 31(3):95-102",https://www.ncbi.nlm.nih.gov/pubmed/7713271," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
703,India,IN,Dhaulana,28.650000,77.649000,An. stephensi s.l.,NR,NR,1993,OCTOBER,1993,OCTOBER,NR,0,NR,morphology,"Ansari, M.A. and Razdan, R.K. (1994).  Repellent action of  Cymbopogan martinii martinii Stapf var.  sofia oil against mosquitoes. Indian Journal of Malariology, 31(3):95-102",https://www.ncbi.nlm.nih.gov/pubmed/7713271," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
905,India,IN,Idikarai,11.117400,76.968600,An. stephensi s.l.,NR,NR,,JULY,NR,JULY,NR,0,NR,morphology,"Arjunan, NK, Kadarkarai, M, Kumar, S, Pari, M, Thiyagarajan, N, Vincent, CT and Barnard, DR. (2015).  Factors influencing the spatial distribution of  Anopheles larvae in Coimbatore District, Tamil Nadu, India. Acta Tropica, 152(1):121-30",https://www.ncbi.nlm.nih.gov/pubmed/26364718," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
908,India,IN,Kurichi,10.963400,76.969200,An. stephensi s.l.,NR,NR,,JULY,NR,JULY,NR,NR,NR,morphology,"Arjunan, NK, Kadarkarai, M, Kumar, S, Pari, M, Thiyagarajan, N, Vincent, CT and Barnard, DR. (2015).  Factors influencing the spatial distribution of  Anopheles larvae in Coimbatore District, Tamil Nadu, India. Acta Tropica, 152(1):121-30",https://www.ncbi.nlm.nih.gov/pubmed/26364718," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
917,India,IN,Thudiyalur,11.080800,76.941500,An. stephensi s.l.,NR,NR,,JULY,NR,JULY,NR,0,NR,morphology,"Arjunan, NK, Kadarkarai, M, Kumar, S, Pari, M, Thiyagarajan, N, Vincent, CT and Barnard, DR. (2015).  Factors influencing the spatial distribution of  Anopheles larvae in Coimbatore District, Tamil Nadu, India. Acta Tropica, 152(1):121-30",https://www.ncbi.nlm.nih.gov/pubmed/26364718," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
926,India,IN,JJR Nagar,12.965900,77.550600,An. stephensi s.l.,NR,NR,2008,SEPTEMBER,2009,FEBRUARY,NR,12,NR,morphology,"Islam, MN, Zulkifle, M, Sherwani, AM, Ghosh, SK and Tiwari, S. (2011).  Prevalence of malaria, dengue, and chikungunya significantly associated with mosquito breeding sites. The Journal of IMA / Islamic Medical Association of North America, 43(2):58-67",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3516059/," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
930,India,IN,Nambiyar,8.440500,77.531400,An. stephensi s.l.,NR,NR,2013,AUGUST,2014,JULY,NR,NR,NR,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
933,India,IN,Madathra,8.751700,77.027200,An. stephensi s.l.,NR,NR,2013,AUGUST,2014,JULY,NR,NR,NR,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
952,India,IN,Naihati,22.892800,88.421400,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,morphology,"Mandal, S. (2010).  Exploration of larvicidal and adult emergence inhibition activities of Ricinus communis seed extract against three potential mosquito vectors in Kolkata, India. Asian Pacific journal of tropical medicine, 3(8):605-609",https://www.sciencedirect.com/science/article/pii/S1995764510601472," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
973,India,IN,Jhajjar,28.616700,76.650000,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,morphology,"Rani, A, Sharma, A, Adak, T and Bhatnagar, RK. (2010).  Pseudoxanthomonas icgebensis sp. nov., isolated from the midgut of  Anopheles stephensi field-collected larvae. Journal of microbiology (Seoul, Korea), 48(5):601-6",https://www.ncbi.nlm.nih.gov/pubmed/21046337," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
980,India,IN,Rohtak,28.894600,76.590000,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,"morphology, DNA sequencing","Sharma, A, Deshmukh, A, Sharma, R, Kumar, A, Mukherjee, S, Chandra, GC and Gakhar, SK. (2014).  Population genetic structure of malaria vector  Anopheles stephensi using mitochondrial Cytochrome oxidase II gene in Indian populations.52(10):996-1002",https://www.ncbi.nlm.nih.gov/pubmed/8867060," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1019,India,IN,Rohtak,28.900000,76.566700,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,"morphology, DNA sequencing","Vipin, Dube, M and Gakhar, SK. (2010).  Genetic differentiation between three ecological variants ('type', mysorensis' and 'intermediate') of malaria vector  Anopheles stephensi (Diptera: Culicidae). Insect Science, 17(4):335-343",https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7917.2010.01316.x," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1073,India,IN,Rohtak,28.890900,76.579600,An. stephensi s.l.,NR,NR,2011,AUGUST,2011,AUGUST,NR,NR,NR,"morphology, DNA sequencing","Sharma, R, Sharma, A, Kumar, A, Dube, M and Gakhar, SK. (2016).  Population genetic structure of urban malaria vector  Anopheles stephensi in India. Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases, 39(1):35-44",https://www.ncbi.nlm.nih.gov/pubmed/26777030," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
981,India,IN,Kolkata,22.573200,88.361900,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,"morphology, DNA sequencing","Sharma, A, Deshmukh, A, Sharma, R, Kumar, A, Mukherjee, S, Chandra, GC and Gakhar, SK. (2014).  Population genetic structure of malaria vector  Anopheles stephensi using mitochondrial Cytochrome oxidase II gene in Indian populations.52(10):996-1002",https://www.ncbi.nlm.nih.gov/pubmed/8867060," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
985,India,IN,Thindlu,13.071300,77.568700,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,morphology,"Shetty, V, Sanil, D and Shetty, NJ. (2013).  Insecticide susceptibility status in three medically important species of mosquitoes,  Anopheles stephensi,  Aedes aegypti and  Culex quinquefasciatus, from Bruhat Bengaluru Mahanagara Palike, Karnataka, India. Pest Management Science, 69(2):257-67",https://www.ncbi.nlm.nih.gov/pubmed/22926921," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
986,India,IN,Mathikere,13.033500,77.563800,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,morphology,"Shetty, V, Sanil, D and Shetty, NJ. (2013).  Insecticide susceptibility status in three medically important species of mosquitoes,  Anopheles stephensi,  Aedes aegypti and  Culex quinquefasciatus, from Bruhat Bengaluru Mahanagara Palike, Karnataka, India. Pest Management Science, 69(2):257-67",https://www.ncbi.nlm.nih.gov/pubmed/22926921," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
993,India,IN,Kengeri,12.923500,77.484600,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,morphology,"Shetty, V, Sanil, D and Shetty, NJ. (2013).  Insecticide susceptibility status in three medically important species of mosquitoes,  Anopheles stephensi,  Aedes aegypti and  Culex quinquefasciatus, from Bruhat Bengaluru Mahanagara Palike, Karnataka, India. Pest Management Science, 69(2):257-67",https://www.ncbi.nlm.nih.gov/pubmed/22926921," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
994,India,IN,Neelsandra,12.955100,77.614100,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,morphology,"Shetty, V, Sanil, D and Shetty, NJ. (2013).  Insecticide susceptibility status in three medically important species of mosquitoes,  Anopheles stephensi,  Aedes aegypti and  Culex quinquefasciatus, from Bruhat Bengaluru Mahanagara Palike, Karnataka, India. Pest Management Science, 69(2):257-67",https://www.ncbi.nlm.nih.gov/pubmed/22926921," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
996,India,IN,Jhalamand,26.228300,73.045000,An. stephensi s.l.,NR,NR,2010,NR,2011,NR,NR,NR,NR,NR,"Singh, H, Marwal, R, Mishra, A and Singh, KV. (2014).  Predatory habits of Lutzia (Metalutzia) fuscana (Wiedmann) (Diptera: Culicidae) in the arid environments of Jodhpur, western Rajasthan, India.3(1):70-79",http://www.iaees.org/publications/journals/arthropods/articles/2014-3%281%29/predatory-habits-of-Lutzia-fuscana.pdf," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1006,India,IN,Gwalior,26.221500,78.178000,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,morphology,"Sukumaran, D, Ponmariappan, S, Sharma, AK, Jha, HK, Wasu, YH and Sharma, AK. (2015).  Application of biogenic carbon dioxide produced by yeast with different carbon sources for attraction of mosquitoes towards adult mosquito traps. Parasitology Research, NA(NA):NA",https://www.ncbi.nlm.nih.gov/pubmed/26677098," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1014,India,IN,Nanthoor,12.871200,74.865900,An. stephensi s.l.,NR,NR,2006,OCTOBER,2006,NOVEMBER,NR,NR,NR,NR,"Tiwari, S, Ghosh, SK, Ojha, VP, Dash, AP and Raghavendra, K. (2010).  Reduced susceptibility to selected synthetic pyrethroids in urban malaria vector  Anopheles stephensi: a case study in Mangalore city, South India. Malaria Journal, 9:179",https://www.ncbi.nlm.nih.gov/pubmed/20573246," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1039,India,IN,Giridih,23.350000,85.330000,An. stephensi s.l.,NR,NR,2012,NR,2012,NR,NR,NR,NR,"morphology, DNA sequencing","Dykes, CL, Das, MK, Eapen, A, Batra, CP, Ghosh, SK, Vijayan, VA, Mishra, S and Singh, OP. (2016).  Knockdown Resistance (kdr) Mutations in Indian  Anopheles stephensi (Diptera: Culicidae) Populations. Journal of Medical Entomology, 53(2):315-20",https://www.ncbi.nlm.nih.gov/pubmed/26747858," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1066,India,IN,Thenoor,9.983300,78.000000,An. stephensi s.l.,NR,NR,2013,AUGUST,2013,SEPTEMBER,NR,0,NR,morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1067,India,IN,Thenoor,9.983300,78.000000,An. stephensi s.l.,NR,NR,2013,NOVEMBER,2013,DECEMBER,NR,0,NR,morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1068,India,IN,Thenoor,9.983300,78.000000,An. stephensi s.l.,NR,NR,2014,MAY,2014,JUNE,NR,0,NR,morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1078,India,IN,Burdwan,23.233300,87.866700,An. stephensi s.l.,NR,NR,2012,AUGUST,2012,AUGUST,NR,NR,NR,"morphology, DNA sequencing","Sharma, R, Sharma, A, Kumar, A, Dube, M and Gakhar, SK. (2016).  Population genetic structure of urban malaria vector  Anopheles stephensi in India. Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases, 39(1):35-44",https://www.ncbi.nlm.nih.gov/pubmed/26777030," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
84,India,IN,Kanchanbagh,17.333100,78.506400,An. stephensi s.l.,NR,INMATURE STAGES,1989,JULY,1989,JULY,larval collection,NR,NR,NR,"Khan, M.M., Kareem, M.A. and Rao, G.K. (1989).  Laboratory diagnosis of malaria infection and its natural history in an urban pocket of Hyderabad City. Indian Journal of Malariology, 26(4):215-8",https://www.ncbi.nlm.nih.gov/pubmed/2699866," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
404,India,IN,Mysore City,12.307000,76.648000,An. stephensi s.l.,NR,ADULTS STAGE,1992,OCTOBER,1993,OCTOBER,"human baited net trap, animal baited net trap, carbon dioxide baited net trap",22,NR,morphology,"Ganesh, K.N., Urmila, J. and Vijayan, V.A. (2003).  Pyrethroid susceptibility & enzyme activity in two malaria vectors,  Anopheles stephensi (Liston) &.  A. culicifacies (Giles) from Mysore, India. Indian Journal of Medical Research, 117:30-8",https://www.ncbi.nlm.nih.gov/pubmed/12866824," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
439,India,IN,Sikanderpur,28.481900,77.097200,An. stephensi s.l.,NR,NR,2002,JULY,2002,SEPTEMBER,NR,NR,NR,NR,"Batra, C.P., Mittal, P.K., Adak, T. and Subbarao, S.K. (2006).  Efficacy of Agnique MMF monomolecular surface film against  Anopheles stephensi breeding in urban habitats in India. Journal of the American Mosquito Control Association, 22(3):426-32",https://www.ncbi.nlm.nih.gov/pubmed/17067041," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
904,India,IN,Ettimadai,10.898000,76.903600,An. stephensi s.l.,NR,NR,,JULY,NR,JULY,NR,0,NR,morphology,"Arjunan, NK, Kadarkarai, M, Kumar, S, Pari, M, Thiyagarajan, N, Vincent, CT and Barnard, DR. (2015).  Factors influencing the spatial distribution of  Anopheles larvae in Coimbatore District, Tamil Nadu, India. Acta Tropica, 152(1):121-30",https://www.ncbi.nlm.nih.gov/pubmed/26364718," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
906,India,IN,Kalapatti,11.086200,77.036200,An. stephensi s.l.,NR,NR,,JULY,NR,JULY,NR,0,NR,morphology,"Arjunan, NK, Kadarkarai, M, Kumar, S, Pari, M, Thiyagarajan, N, Vincent, CT and Barnard, DR. (2015).  Factors influencing the spatial distribution of  Anopheles larvae in Coimbatore District, Tamil Nadu, India. Acta Tropica, 152(1):121-30",https://www.ncbi.nlm.nih.gov/pubmed/26364718," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
909,India,IN,Madukkarai,10.913600,76.952300,An. stephensi s.l.,NR,NR,,JULY,NR,JULY,NR,0,NR,morphology,"Arjunan, NK, Kadarkarai, M, Kumar, S, Pari, M, Thiyagarajan, N, Vincent, CT and Barnard, DR. (2015).  Factors influencing the spatial distribution of  Anopheles larvae in Coimbatore District, Tamil Nadu, India. Acta Tropica, 152(1):121-30",https://www.ncbi.nlm.nih.gov/pubmed/26364718," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
918,India,IN,Veerapandi,11.172400,76.971900,An. stephensi s.l.,NR,NR,,JULY,NR,JULY,NR,0,NR,morphology,"Arjunan, NK, Kadarkarai, M, Kumar, S, Pari, M, Thiyagarajan, N, Vincent, CT and Barnard, DR. (2015).  Factors influencing the spatial distribution of  Anopheles larvae in Coimbatore District, Tamil Nadu, India. Acta Tropica, 152(1):121-30",https://www.ncbi.nlm.nih.gov/pubmed/26364718," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
929,India,IN,Keeriparai,8.383300,77.416100,An. stephensi s.l.,NR,NR,2013,AUGUST,2014,JULY,NR,NR,NR,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
970,India,IN,Hazaribag,23.996000,85.370700,An. stephensi s.l.,NR,NR,2009,NOVEMBER,2010,OCTOBER,NR,NR,NR,morphology,"Qamar, S, Raziuddin, M, Hussain, MM and Gupta, BK. (2011).  Diversity and abundance of anopheline fauna in Hazaribag, Jharkhand, India.12(1-2):111-114",," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
984,India,IN,Trivandrum,8.488800,76.949300,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,"morphology, DNA sequencing","Sharma, A, Deshmukh, A, Sharma, R, Kumar, A, Mukherjee, S, Chandra, GC and Gakhar, SK. (2014).  Population genetic structure of malaria vector  Anopheles stephensi using mitochondrial Cytochrome oxidase II gene in Indian populations.52(10):996-1002",https://www.ncbi.nlm.nih.gov/pubmed/8867060," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1076,India,IN,Trivandrum,8.487400,76.952600,An. stephensi s.l.,NR,NR,2011,AUGUST,2011,AUGUST,NR,NR,NR,"morphology, DNA sequencing","Sharma, R, Sharma, A, Kumar, A, Dube, M and Gakhar, SK. (2016).  Population genetic structure of urban malaria vector  Anopheles stephensi in India. Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases, 39(1):35-44",https://www.ncbi.nlm.nih.gov/pubmed/26777030," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
989,India,IN,Mallasandra,13.061000,77.511200,An. stephensi s.l.,NR,NR,,NR,NR,NR,NR,NR,NR,morphology,"Shetty, V, Sanil, D and Shetty, NJ. (2013).  Insecticide susceptibility status in three medically important species of mosquitoes,  Anopheles stephensi,  Aedes aegypti and  Culex quinquefasciatus, from Bruhat Bengaluru Mahanagara Palike, Karnataka, India. Pest Management Science, 69(2):257-67",https://www.ncbi.nlm.nih.gov/pubmed/22926921," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1037,India,IN,Raipur city,21.250000,81.630000,An. stephensi s.l.,NR,NR,2012,NR,2012,NR,NR,NR,NR,"morphology, DNA sequencing","Dykes, CL, Das, MK, Eapen, A, Batra, CP, Ghosh, SK, Vijayan, VA, Mishra, S and Singh, OP. (2016).  Knockdown Resistance (kdr) Mutations in Indian  Anopheles stephensi (Diptera: Culicidae) Populations. Journal of Medical Entomology, 53(2):315-20",https://www.ncbi.nlm.nih.gov/pubmed/26747858," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1040,India,IN,Chennai city,13.083400,80.266700,An. stephensi s.l.,NR,NR,2012,NR,2012,NR,NR,NR,NR,"morphology, DNA sequencing","Dykes, CL, Das, MK, Eapen, A, Batra, CP, Ghosh, SK, Vijayan, VA, Mishra, S and Singh, OP. (2016).  Knockdown Resistance (kdr) Mutations in Indian  Anopheles stephensi (Diptera: Culicidae) Populations. Journal of Medical Entomology, 53(2):315-20",https://www.ncbi.nlm.nih.gov/pubmed/26747858," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1041,India,IN,Chennai city,13.083400,80.266700,An. stephensi s.l.,NR,NR,2015,NR,2015,NR,NR,NR,NR,"morphology, DNA sequencing","Dykes, CL, Das, MK, Eapen, A, Batra, CP, Ghosh, SK, Vijayan, VA, Mishra, S and Singh, OP. (2016).  Knockdown Resistance (kdr) Mutations in Indian  Anopheles stephensi (Diptera: Culicidae) Populations. Journal of Medical Entomology, 53(2):315-20",https://www.ncbi.nlm.nih.gov/pubmed/26747858," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1063,India,IN,Solavandan,10.018600,77.957800,An. stephensi s.l.,NR,NR,2013,AUGUST,2013,SEPTEMBER,NR,0,NR,morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1064,India,IN,Solavandan,10.018600,77.957800,An. stephensi s.l.,NR,NR,2013,NOVEMBER,2013,DECEMBER,NR,NR,NR,morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1065,India,IN,Solavandan,10.018600,77.957800,An. stephensi s.l.,NR,NR,2014,MAY,2014,JUNE,NR,0,NR,morphology,"Kamaladhasan, N, Tyagi, BK, Swamy, PS and Chandrasekaran, S. (2016).  Studies on the maintenance of 'self-sustained' mosquito vector population in Vaigai river, South India. Current Science, 110(1):57-68",https://www.researchgate.net/publication/292615468_Studies_on_the_Maintenance_of_'Self-Sustained'_Mosquito_Vector_Population_in_Vaigai_River_South_India," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1071,India,IN,Porvorim,15.537400,73.830300,An. stephensi s.l.,NR,NR,2013,MAY,2015,APRIL,NR,47,NR,morphology,"Kumar, A, Hosmani, R, Jadhav, S, de Sousa, T, Mohanty, A, Naik, M, Shettigar, A, Kale, S, Valecha, N, Chery, L and Rathod, PK. (2016).   Anopheles subpictus carry human malaria parasites in an urban area of Western India and may facilitate perennial malaria transmission. Malaria Journal, 15(1):124",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4769513/," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1077,India,IN,Ahmadabad,23.030000,72.580000,An. stephensi s.l.,NR,NR,2012,MARCH,2012,MARCH,NR,NR,NR,"morphology, DNA sequencing","Sharma, R, Sharma, A, Kumar, A, Dube, M and Gakhar, SK. (2016).  Population genetic structure of urban malaria vector  Anopheles stephensi in India. Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases, 39(1):35-44",https://www.ncbi.nlm.nih.gov/pubmed/26777030," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
145,India,IN,Madanpur Khadar,28.532000,77.303000,An. stephensi s.l.,NR,INMATURE AND ADULT STAGES,1989,AUGUST,1991,JULY,"house resting inside, animal shed resting, larval collection",NR,NR,morphology,"Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of  An. culicifacies and  An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75",https://www.ncbi.nlm.nih.gov/pubmed/12125518," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
